id,created,superceded_id,valid,volume,pt_position_x,pt_position_y,pt_position_z,bb_start_position_x,bb_start_position_y,bb_start_position_z,bb_end_position_x,bb_end_position_y,bb_end_position_z,pt_supervoxel_id,pt_root_id
215496,2020-09-28 22:40:41.989239+00:00,,True,70.70171,153120,94720,15141,,,,,,,0,0
400186,2020-09-28 22:40:41.990090+00:00,,True,267.48126,242960,208976,15090,,,,,,,98184258056917575,864691135495957941
719090,2020-09-28 22:40:41.991011+00:00,,True,36.19717,385024,240384,17705,,,,,,,0,0
605713,2020-09-28 22:40:41.991878+00:00,,True,69.19962,359872,78368,15959,,,,,,,0,0
578824,2020-09-28 22:40:41.992727+00:00,,True,48.12243,343760,80128,16320,,,,,,,0,0
178621,2020-09-28 22:40:41.993788+00:00,,True,192.13779,128464,278944,26265,,,,,,,82431075405711030,864691136361553118
402885,2020-09-28 22:40:41.994716+00:00,,True,279.23236,238848,211712,16471,,,,,,,97621720621533350,864691135645529583
209706,2020-09-28 22:40:41.995578+00:00,,True,465.18567,145856,289248,17068,,,,,,,0,0
399911,2020-09-28 22:40:41.996430+00:00,,True,154.77785,241328,190624,27774,,,,,,,0,0
207773,2020-09-28 22:40:41.997289+00:00,,True,64.11256,140592,273584,22168,,,,,,,0,0
678264,2020-09-28 22:40:41.998180+00:00,,True,97.7707,375168,250672,20770,,,,,,,0,0
678247,2020-09-28 22:40:41.999093+00:00,,True,234.84613,374992,243136,20942,,,,,,,116343998997602226,864691135228951026
208113,2020-09-28 22:40:41.999972+00:00,,True,97.21856,131968,273120,24557,,,,,,,82922900432655931,864691136306406797
211706,2020-09-28 22:40:42.000812+00:00,,True,87.12159,136112,289856,24972,,,,,,,0,0
209816,2020-09-28 22:40:42.001678+00:00,,True,175.45003,144160,289744,17336,,,,,,,0,0
676709,2020-09-28 22:40:42.002578+00:00,,True,91.14501,374928,249248,15431,,,,,,,116344822960258094,864691135186676010
676830,2020-09-28 22:40:42.003458+00:00,,True,84.631226,376192,248416,15369,,,,,,,0,0
722242,2020-09-28 22:40:42.004310+00:00,,True,44.947865,392688,229840,23637,,,,,,,118734749996050025,864691136990296213
607022,2020-09-28 22:40:42.005461+00:00,,True,49.933517,348800,88240,21021,,,,,,,112734371110259776,864691137019739758
220341,2020-09-28 22:40:42.006325+00:00,,True,103.995476,147936,88992,27049,,,,,,,85079592825984637,864691136274077965
